,Course_Number,Instructor_1,Instructor_2,Instructor_3,Instructor_4,Instructor_5
0,35AC,"Leslea, NA, Hlusko","Christopher, NA, Schmitt","Tesla, NA, Monson","Katie, La, Barbera","Marianne, NA, Brasil"
